Timestamp,Titre de la session | Title,Résume | Abstract,Quels bénéfices vont en retirer les participants ? | What will be the benefits for the participants?,Niveau | Level,Format | Format,Thème,Nombre de participants maxi | Maximum number of participants,"Dispositions particulières de la salle, Remarques | Room requirements, Remarks.",Prénom | First Name,Nom | Last Name,Entreprise | Company,Web site / Blog / Twitter...,Bio | Biography,Prénom | First Name,Nom | Last Name,Entreprise | Company,Web site / Blog / Twitter...,Bio | Biography,Prénom | First Name,Nom | Last Name,Entreprise | Company,Web site / Blog / Twitter...,Bio | Biography,Prénom | First Name,Nom | Last Name,Entreprise | Company,Web site / Blog / Twitter...,Bio | Biography,Durée | Duration,Interne: mail de confirmation envoyé à l'orateur
7/5/2012 15:46:41,"Histoire de Kalitou, transformateur d’entreprise.","Kalitou et  ses amis sont des personnages animés ; ils symbolisent les équipes de la Boite à Outils et font vivre la plateforme pédagogique du projet Kalitiss BAO.

En partenariat avec In&Co startup Grenobloise, spécialisée dans la pédagogie et le développement multimédia, La boite à Outils a mis en place depuis 1 an et demi un processus innovant de transformation de l’entreprise.

Il s’appuie sur les principes suivants : Effet miroir, pyramide inversée,  formation, facilitation, valorisation, et plaisir des équipes autonomes en émergence.

Vivre le projet en jouant, le communiquer et le « marketer » sont les clés de la réussite.

Elisabeth et Fred vous propose d’échanger sur ces pratiques, les concepts qui la fondent et les premiers résultats obtenus.
Session très interactive : plateforme multimédia et jeux....de cartes,  de chaise sans chaise pour éprouver la stabilité des équipes...un plan d'actions en festival  : vous éprouverez avec kalitou, de nouveaux points de vue pour se transformer.","Partage d'une expérience de transformation d’entreprise à grande échelle.
Découverte de concepts émergeant.
Découverte de jeux","Débutant | Beginner, Confirmé | Skilled, Expert | Expert",REX - Retour d'Expérience | Experience Reports,Management | Management,50,,Frédéric,Dufau-Joël,La Boite à Outils,www.e-brico.fr,"Grenoblois, montagnard citadin, 
• Directeur informatique de ""La boite à Outis"", groupe SAMSE
• Démarche AGILE, XP, SCRUM, Lean, Innovation Games © depuis 2005
• Enseigne les pratiques Agile à l'université Joseph Fourier UFRM2AG
• Adepte de la pédagogie par les jeux
• Membre de GERME (groupe d’entrainement et de réflexion au management en entreprise)
• Passions : Ski-Alpinisme, Voyage,  Rock, Salsa …",Elisabeth,Paccard,IN&CO,http://www.inandco.com/,"Grenobloise, passionnée de pédagogie et de cinéma d'animation
	Dirigeante d'in&co qui déploie les modèles kalitiss. www.inandco.com
	A mis en place le réseau des accompagnateurs kalitiss en France.
	Spécialiste de l'approche systémique des organisations et de l'accompagnement des équipes. Coach.
	Membre d'APM, (association pour les progrès du management) club de Grenoble G5
	Diplômée de l'IEP de Grenoble.
	Passions : montagne, musique, littérature et bandes dessinées.
",,,,,,,,,,,50 minutes,OK
7/6/2012 11:46:30,comment gérer l’absence des Product Owner ?,"Dans un monde idéal et dans les bonnes pratiques scrum, le PO fait parti intégrante de l'équipe Scrum, il est au quotidien disponible ... 
Bref, la théorie est parfois difficilement applicable et le rôle de Proxy PO (ou PO délégué) s’impose, surtout dans les équipes distribuées ou dans le monde des SSII.
Après quelques années de pratique dans ce mode, nous vous proposons de (re) définir  les rôles et responsabilités, les bonnes et mauvaises pratiques de chacun à travers des « jeux innovants » (story map, starfish, product tree…)
","•	Un autre schéma de l’équipe Agile classique.
•	L’application d’outils innovants pour avoir un REX sur une pratique
•	Rappel des rôles et responsabilités du PO et des déviances à éviter
","Débutant | Beginner, Confirmé | Skilled",Atelier pratique / Jeu | Practical Workshop / Game,Gestion de produit / portfolio Agile | Agile product/portfolio management,20,"Nous planifions de faire des ""innovation games"", il nous faudrait une salle avec agencement simple",Thomas,Ducrocq,Sopra Group,,,Andréane,Vuillamy,Sopra Group,,,,,,,,,,,,,50 minutes,OK le 7/6
7/6/2012 11:58:46,XP Game,"Le XP Game va vous permettre de vous familiariser de manière ludique avec des concepts puissants de l'agilité, tels que la vélocité, les itérations, les estimations, les rétrospectives... car la meilleure façon d'expliquer ces notions, c'est de les pratiquer, et c'est exactement ce que le XP Game propose !
En 2 heures, vous allez pouvoir travailler en équipe à la livraison de ""produits"".
Cet atelier est ouvert à tous. Vous y serez tour à tour clients, puis développeurs (pas de logiciel dans ce jeu), afin que chacun puisse comprendre ce que vivent les gens qui utilisent ces pratiques.

NB: Le nom de ce jeu indique son origine Extreme Programming, mais il est tout a fait indiqué aussi pour ceux qui font ou veulent découvrir Scrum...","Un agiliste doit avoir participé au moins une fois à un XP Game !
Les débutants apprécieront la manière concrète de découvrir les grandes notions de l'agilité. 
Pour les confirmés, ce sera parfois une piqure de rappel pas inutile, ainsi qu'un agréable moment de jeu !","Débutant | Beginner, Confirmé | Skilled",Atelier pratique / Jeu | Practical Workshop / Game,"Management | Management, Gestion de produit / portfolio Agile | Agile product/portfolio management, Amélioration Continue | Continuous Improvement",30,Tables regroupées en 4 ou 5 pôles de travail en équipe.,Cédric,Joseph,SAMSE,,"Scrum Master ou chef de projet Agile ?
En tout cas, Agiliste depuis 2005, ayant pratiqué XP, Scrum, KANBAN...
Membre du CARA
Adepte de la découverte et de la présentation par les jeux",,,,,,,,,,,,,,,,120 minutes,OK
7/9/2012 17:12:00,Processus de définition des besoins pour le Projet CAISSE de La Boîte à Outils,"Venez découvrir les Outils AGILE à travers un projet regroupant 20 personnes de métiers différents non Agilistes, avec comme objectif ""La création de notre propre logiciel de caisse pour tous nos magasins"".

En tant que PO, nous avons utilisé la Story Map pour la définition des grands Thèmes et mis en place des Ateliers fonctionnels pour détailler les besoins utilisateurs.
Les astuces Agiles nous ont permis de prioriser en 1 jour 300 besoins avec 20 personnes.","Ce retour d'expérience est plus particulièrement destiné aux PO, mais ouvert à tous.
Si vous souhaitez fédérer et créer une vraie cohésion d'équipe Projet, venez découvir nos outils de management AGILE.
Ce moment d'échange vous permettra de trouver en l'Agilité un moyen de vous rassurer face à la mise en place d'un projet d'envergure avec une vingtaine de participants. ","Débutant | Beginner, Confirmé | Skilled, Expert | Expert",REX - Retour d'Expérience | Experience Reports,"Management | Management, Gestion de produit / portfolio Agile | Agile product/portfolio management",?,,Krystel,GUETAT,La Boite à Outils,,,Fabien,GACHET,,,,,,,,,,,,,,50 minutes,OK
7/10/2012 9:18:53,"Starter Games, ou comment diffuser de l'agilité dans vos réunions !","Cet atelier/retour d'expérience a pour but de faire partager aux participants des jeux simples et rapides que nous utilisons régulièrement au cours de nos réunions et ateliers de travail avec d'autres services de notre entreprise (qui ne connaissent pas forcément les méthodes Agiles).
Ces jeux sont destinés à faire comprendre les pratiques agiles et faire adhérer nos collaborateurs et clients.
Ils permettent entre autres :
-              une inclusion ludique,
-              des explications simples sur le sens de l’atelier,
-              et donc une adhésion facilité de tous.
Nous vous présenterons différents jeux destinés à mettre en évidence l'intérêt de pratiques agiles telles que 
la rétrospective, la communication, la priorisation (à l’aide de ballons, de chamallows, ou même sans outils) !
","Vous pratiquez l'agilité. Vos clients ou collaborateurs pas forcément.
Venez découvrir comment les faire adhérer rapidement à vos pratiques !
","Débutant | Beginner, Confirmé | Skilled",Atelier pratique / Jeu | Practical Workshop / Game,"Management | Management, Gestion de produit / portfolio Agile | Agile product/portfolio management, N.M.A. (Non-Mainstream Agile = Agile non-scrum et/ou non-logiciel | Non-scrum and/or non-software Agile)",30,,Jérome,Cuttaz,SAMSE,,Product Owner chez SAMSE depuis 5 ans,,,,,,,,,,,,,,,,50 minutes,OK
7/16/2012 8:03:10,Construire une vision partagée,"Comment construire une vision partagée ?
le principe est d'élaborer des encours, dans notre passé et dans notre perception du futur. ce travail est organisé par une multitude d'atelier, agile, participatif, dynamique avec des processus de travail varié (individuel, binôme, groupe, dessin, interview, ...).
l'animation de ces atelier et la priorisation des encours permet d'identifier ce que nous sommes et vers quoi nous pourrions aller.","- la construction d'une vision est partagée et nous pouvons le faire dès sa construction.
- la compréhension de la structuration d'une vsion avec des éléments plus ou moins permanent
- la complémentarité forte avec les processus agile : savoir en gros ou l'on va et avec quelles valeurs pour adapter sans cesse ...
",Débutant | Beginner,REX - Retour d'Expérience | Experience Reports,Management | Management,25,Plusieurs paper board (5) c'est le top autrement on fera du collage,Pierre,Morize,,,,,,,,,,,,,,,,,,,50 minutes,OK (doute sur le mail - je l'ai renseigné moi-même)
7/20/2012 10:20:50,Mosquito Hunter - Gamification of Research,"Cyberio est une startup spécialisée dans la bioacoustique. Dans le cadre d'un projet de recherche visant à instrumenter les fonds sous-marins avec des réseaux de capteurs ultrasonores innovants, permettant de trajectographier les sources sonores, elle a développé une plateforme de simulation biomimétique, afin d'analyser la relation entre l'animal et son environnement, et notamment sa dynamique de plongée.

Le choix a été fait de transformer le simulateur en ""serious game"" afin de sensibiliser le public aux enjeux liés au projet de recherche (préservation de la biodiversité, réduction de l'impact anthropique). ","Retour sur les étapes de conception et les simplifications réalisées afin de rendre le sujet accessible au public,
Retour sur les étapes de développement et les problèmes rencontrés lors du portage,
Retour sur les étapes de simplification du code du simulateur pour le temps-réel,
Retour sur la réception par le public dans des contextes de manifestations ou muséums,
Et quelques minutes de jeu vidéo !",Débutant | Beginner,REX - Retour d'Expérience | Experience Reports,Gamification,18/24,"Prévoir une disposition ""salon"" avec l'écran au centre, le PC de démo et la manette de jeu. Chacun doit pouvoir discuter sur le jeu en jouant. Une sortie son est souhaitable.
Plutot dans la salle 25p du coup.",Xavier,Lardy,Cyberio,"Cyberio : http://www.cyberio-dsi.com/cmsms/
Acounect : http://acounect.fr/wp/

Xavier Lardy : http://www.linkedin.com/pub/xavier-lardy/5/269/58
","Xavier Lardy est issu de l'ENS Louis Lumière, option Cinématographie. Il a travaillé plusieurs années comme storyboarder, illustrateur et animateur dans la publicité, la série d'animation et le jeu vidéo. A cette occasion il découvre le game design, et conçoit depuis des jeux de société, des jeux vidéos et des serious games. Il a porté un projet de société innovante à Grain de 2007 à 2010 et a rejoint Cyberio en 2011 pour conduire le projet Acounect, labellisé par Imaginove.",Pierre,Aufrere,Cyberio (stagiaire),,"Jeune ingénieur diplômé en 2012, il a étudié à l'Ensimag (Ecole National Supérieure d'Informatique et de Mathématiques).
Il a effectué son stage de fin d'étude à Cyberio en tant que game builder sur un projet de serious game, en lien avec sa spécialisation image, réalité virtuelle et simulation.",,,,,,,,,,,50 minutes,OK le 20/07
7/22/2012 10:27:49,Mon Binôme m'a tuer,"Le binômage est une des pratiques pilier de l'eXtreme Programming. Adulée par les uns, décriées par les autres, il est de bon ton dans les discussions courtoises de la qualifier d'""utile, mais pas tout le temps"".

Nous allons dans cette session nous intéresser à tout ces autres moments, en creux, ceux où le développeur préfèrerait ne pas binômer et où par les circonstances les plus extraordinaires il s'est néanmoins vu attribuer la compagnie d'un collègue avec qui il doit partager son espace de travail et de réflexion.

Par le biais de saynètes illustrant notre propos et dans un élan totalement anti-pédagogique, nous espérons montrer par le mauvais exemple comment efficacement tuer toute dynamique vertueuse de binômage, et par conséquent aider celui qui en a besoin à retrouver calme et solitude.","Comprendre pourquoi les sessions de binômage deviennent parfois de véritables moments de torture

Apprendre comment se débarasser de ses collègues sans avoir besoin de leur dire et comment faire tourner bourrique son coach agile, ni vu ni connu

Vivre l'expérience cathartique de regarder des développeurs se comporter de manière inappropriée - sans avoir besoin de le faire soi-même

Imaginer, par jeu d'élimination, comment améliorer ses propres sessions de binômage ",Confirmé | Skilled,Live coding,Craftmanship (Technique / Coding / Testing...),Pas de limite autre que la contenance de la salle,"Pour les orateurs :
* 1 table
* 2 chaises 

Disposition des tables pour les participants :
* théâtre ou salle de classe",Emmanuel,Gaillot,/ut7,http://ut7.fr/papotes/,"Emmanuel Gaillot intervient en tant qu’accompagnateur d’équipes, animateur de réunions, formateur, programmeur extrême, codexhibitionniste et agitateur public. Par le biais d'armes non-conventionnelles, il aide les équipes produisant du logiciel à être plus efficaces dans leur travail, plus fières de leurs résultats et plus heureuses en général. Emmanuel est un spécialiste de la gestion de projet incrémentale, des structures émergentes et des espaces de co-apprentissage. Il s'intéresse aussi de manière déraisonnable à la programmation fonctionnelle en général et à Haskell en particulier. Un orateur régulier à de nombreuses conférences sur l’Agilité, Emmanuel organise également la conférence annuelle Agile Open France. Il est l’un des fondateurs du Dojo de développement de Paris, et un de ses membres assidus depuis sa création il y a six ans. Emmanuel est un des associés et co-gérant de la société /ut7. 
",Jonathan,Perret,/ut7,,"Polyglotte, accro au dernier degré des tests automatisés, célèbre pour ses sessions endiablées au Dojo Développement de Paris, Jonathan Perret est un programmeur dans l'âme. Il développe du logiciel depuis plus de dix ans, mais sa lecture du livre ""XP explained"" en 2004 a profondément changé sa manière d'appréhender le métier de développeur - et ce n'était que le début. Jonathan est à la recherche constante d'occasions de montrer, partager et vivre pleinement la joie qu'apporte l'acte de programmation. Il est l'un des associés de /ut7.
",,,,,,,,,,,50 minutes,OK le 22/07
7/22/2012 10:34:03,Tout ce que vous avez toujours voulu savoir sur les entreprises auto-organisées (sans avoir à essayer vous-mêmes),"Le monde agile ne tarit pas d'éloges sur les équipes auto-organisées et les bénéfices qu'apporte l'auto-organisation. Peu d'agilistes souhaitent pourtant pousser l'auto-organisation un cran plus loin – c'est-à-dire, de travailler dans une entreprise sans chef / coordinateur / sénior bienveillant… en bref, sans que qui que ce soit n'ait pour rôle de dire à ses collègues ce qu'ils doivent faire.
Il y a une raison à cela : l'auto-organisation est un calvaire au quotidien, ça ne marche pas, et tout le monde le sait bien. Comme à /ut7 nous n'écoutons personne et que nous avons besoin de faire par nous-mêmes pour apprendre, nous avons quand même essayé. Sérieusement. Et nous avons appris deux-trois choses en cours de route sur l'auto-organisation en particulier, et la vie en général.
Dans cette session, nous animerons une discussion avec le public, et nous ferons de notre mieux pour répondre à leurs questions sur le sujet. Nous n'avons rien à vendre. Ni méthode, ni outil, ni une quelconque formule magique qui permettrait de contourner les difficultés. Il se peut qu'on parle de sexe et de politique, mais promis, on ne parlera pas de religion. ","Écouter un témoignage sur l'auto-organisation, pour changer des théories sur l'auto-organisation

Découvrir quelques points pour lesquels ça vaut le coup de se battre dans son entreprise, même si ça n'en fait pas une ""Entreprise Agile""

Rencontrer et discuter avec des personnes partagenat le même intérêt pour l'auto-organisation
","Débutant | Beginner, Confirmé | Skilled, Expert | Expert",REX - Retour d'Expérience | Experience Reports,"Management | Management, Amélioration Continue | Continuous Improvement, N.M.A. (Non-Mainstream Agile = Agile non-scrum et/ou non-logiciel | Non-scrum and/or non-software Agile), Auto-organisation",Aucune limite autre que la contenance de la salle,Pas de table. Disposition des chaises en cercles concentriques - pour favoriser la discussion.,Emmanuel,Gaillot,/ut7,http://ut7.fr/papotes/,"Emmanuel Gaillot intervient en tant qu’accompagnateur d’équipes, animateur de réunions, formateur, programmeur extrême, codexhibitionniste et agitateur public. Par le biais d'armes non-conventionnelles, il aide les équipes produisant du logiciel à être plus efficaces dans leur travail, plus fières de leurs résultats et plus heureuses en général. Emmanuel est un spécialiste de la gestion de projet incrémentale, des structures émergentes et des espaces de co-apprentissage. Il s'intéresse aussi de manière déraisonnable à la programmation fonctionnelle en général et à Haskell en particulier. Un orateur régulier à de nombreuses conférences sur l’Agilité, Emmanuel organise également la conférence annuelle Agile Open France. Il est l’un des fondateurs du Dojo de développement de Paris, et un de ses membres assidus depuis sa création il y a six ans. Emmanuel est un des associés et co-gérant de la société /ut7. 
",Éric,Séguier,/ut7,,"Éric est gérant de /ut7 depuis sa création, à une époque où l'entreprise s'appelait encore Pyxis France. Éric se spécialise dans les méthodes de gestion alternatives, le management participatif et le lean start-up.",,,,,,,,,,,50 minutes,OK le 22/07
8/27/2012 23:04:48,"Ingénierie agile, outils et bonnes pratiques : n'oubliez pas vos développeurs !","Bonjour,

Je me dépêche de vous proposer ce sujet qui me tient à coeur mais pour lequel je n'ai pas encore formalisé le résumé & Co. Je vous en fait un premier jet. Si ce thème peut vous intéresser, je peux retravailler le résumé et les apports.

Agiliste et développeur, je pense que l'ingénierie agile est indispensable aux équipes pour permettre une transition vers l'agilité : tests unitaires, TDD, refactoring, bonnes pratiques, intégration continue, pair-programming, etc ...

Malheureusement, cet aspect technique et souvent sous-estimé voir inconnu par les acteurs souhaitant promouvoir une migration agile au sein de leur structure.

Cette session aura donc pour objectif de préciser tous ces aspects techniques, les nommer, les définir, en expliquer les avantages mais également les difficultés pour les mettre en oeuvre.","Découvrir ce qu'est ""l'ingénierie agile"", ce qu'elle peut apporter à une équipe, pourquoi elle est indispensable, les bénéfices à espérer, les difficultés à probablement rencontrer, etc ...

Cette prise de conscience devrait pousser les acteurs du changement au sein de la structure à compléter leur arsenal pour accompagner encore mieux leurs équipes.","Débutant | Beginner, Confirmé | Skilled, Expert | Expert",REX - Retour d'Expérience | Experience Reports,Je ne sais pas trop ....,,,Xavier,NOPRE,Logixen,"Voir précédente proposition de session SVP, merci ","Voir précédente proposition de session SVP, merci ",,,,,,,,,,,,,,,,50 minutes,
